06:07:03 - root - INFO - Interface web démarrée sur http://127.0.0.1:5000
06:10:44 - root - INFO - --- Analyse de EURUSD ---
06:10:44 - root - INFO - --- Analyse de GBPUSD ---
06:10:44 - root - INFO - --- Analyse de BTCUSD ---
06:10:44 - root - INFO - --- Analyse de ETHUSD ---
06:11:04 - root - INFO - --- Analyse de XAUUSD ---
06:11:04 - root - INFO - --- Analyse de EURUSD ---
06:11:04 - root - INFO - --- Analyse de GBPUSD ---
06:11:04 - root - INFO - --- Analyse de BTCUSD ---
06:11:04 - root - INFO - --- Analyse de ETHUSD ---
06:11:24 - root - INFO - --- Analyse de XAUUSD ---
06:11:24 - root - INFO - --- Analyse de EURUSD ---
06:11:24 - root - INFO - --- Analyse de GBPUSD ---
06:11:24 - root - INFO - --- Analyse de BTCUSD ---
06:11:24 - root - INFO - --- Analyse de ETHUSD ---
06:11:44 - root - INFO - --- Analyse de XAUUSD ---
06:11:44 - root - INFO - --- Analyse de EURUSD ---
06:11:44 - root - INFO - --- Analyse de GBPUSD ---
06:11:44 - root - INFO - --- Analyse de BTCUSD ---
06:11:44 - root - INFO - --- Analyse de ETHUSD ---
06:12:04 - root - INFO - --- Analyse de XAUUSD ---
06:12:05 - root - INFO - --- Analyse de EURUSD ---
06:12:05 - root - INFO - --- Analyse de GBPUSD ---
06:12:05 - root - INFO - --- Analyse de BTCUSD ---
06:12:05 - root - INFO - --- Analyse de ETHUSD ---
06:12:25 - root - INFO - --- Analyse de XAUUSD ---
06:12:25 - root - INFO - --- Analyse de EURUSD ---
06:12:25 - root - INFO - --- Analyse de GBPUSD ---
06:12:25 - root - INFO - --- Analyse de BTCUSD ---
06:12:25 - root - INFO - --- Analyse de ETHUSD ---
06:12:45 - root - INFO - --- Analyse de XAUUSD ---
06:12:45 - root - INFO - --- Analyse de EURUSD ---
06:12:45 - root - INFO - --- Analyse de GBPUSD ---
06:12:45 - root - INFO - --- Analyse de BTCUSD ---
06:12:45 - root - INFO - --- Analyse de ETHUSD ---
06:13:05 - root - INFO - --- Analyse de XAUUSD ---
06:13:05 - root - INFO - --- Analyse de EURUSD ---
06:13:05 - root - INFO - --- Analyse de GBPUSD ---
06:13:05 - root - INFO - --- Analyse de BTCUSD ---
06:13:05 - root - INFO - --- Analyse de ETHUSD ---
06:13:25 - root - INFO - --- Analyse de XAUUSD ---
06:13:25 - root - INFO - --- Analyse de EURUSD ---
06:13:25 - root - INFO - --- Analyse de GBPUSD ---
06:13:25 - root - INFO - --- Analyse de BTCUSD ---
06:13:25 - root - INFO - --- Analyse de ETHUSD ---
06:13:45 - root - INFO - --- Analyse de XAUUSD ---
06:13:45 - root - INFO - --- Analyse de EURUSD ---
06:13:45 - root - INFO - --- Analyse de GBPUSD ---
06:13:45 - root - INFO - --- Analyse de BTCUSD ---
06:13:45 - root - INFO - --- Analyse de ETHUSD ---
06:14:05 - root - INFO - --- Analyse de XAUUSD ---
06:14:05 - root - INFO - --- Analyse de EURUSD ---
06:14:05 - root - INFO - --- Analyse de GBPUSD ---
06:14:05 - root - INFO - --- Analyse de BTCUSD ---
06:14:05 - root - INFO - --- Analyse de ETHUSD ---
06:14:25 - root - INFO - --- Analyse de XAUUSD ---
06:14:25 - root - INFO - --- Analyse de EURUSD ---
06:14:25 - root - INFO - --- Analyse de GBPUSD ---
06:14:25 - root - INFO - --- Analyse de BTCUSD ---
06:14:25 - root - INFO - --- Analyse de ETHUSD ---
06:14:45 - root - INFO - --- Analyse de XAUUSD ---
06:14:45 - root - INFO - --- Analyse de EURUSD ---
06:14:45 - root - INFO - --- Analyse de GBPUSD ---
06:14:45 - root - INFO - --- Analyse de BTCUSD ---
06:14:45 - root - INFO - --- Analyse de ETHUSD ---
06:15:05 - root - INFO - --- Analyse de XAUUSD ---
06:15:05 - root - INFO - --- Analyse de EURUSD ---
06:15:05 - root - INFO - --- Analyse de GBPUSD ---
06:15:05 - root - INFO - PATTERN DÉTECTÉ sur GBPUSD: [Order_Block_Buy] - Direction: BUY
06:15:05 - MT5Executor - INFO - Préparation de l'ordre BUY 0.31 lot(s) de GBPUSD @ 1.335
06:15:05 - MT5Executor - INFO - Ordre placé avec succès: Ticket #9894273
06:15:05 - root - INFO - --- Analyse de BTCUSD ---
06:15:05 - root - INFO - PATTERN DÉTECTÉ sur BTCUSD: [Order_Block_Sell] - Direction: SELL
06:15:05 - MT5Executor - INFO - Préparation de l'ordre SELL 0.1 lot(s) de BTCUSD @ 112057.330
06:15:05 - MT5Executor - INFO - Ordre placé avec succès: Ticket #9894274
06:15:05 - root - INFO - --- Analyse de ETHUSD ---
06:15:25 - root - INFO - --- Analyse de XAUUSD ---
06:15:25 - root - INFO - --- Analyse de EURUSD ---
06:15:25 - root - INFO - --- Analyse de GBPUSD ---
06:15:25 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:15:25 - root - INFO - --- Analyse de BTCUSD ---
06:15:25 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:15:25 - root - INFO - --- Analyse de ETHUSD ---
06:15:45 - root - INFO - --- Analyse de XAUUSD ---
06:15:45 - root - INFO - --- Analyse de EURUSD ---
06:15:45 - root - INFO - --- Analyse de GBPUSD ---
06:15:45 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:15:45 - root - INFO - --- Analyse de BTCUSD ---
06:15:45 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:15:45 - root - INFO - --- Analyse de ETHUSD ---
06:16:05 - root - INFO - --- Analyse de XAUUSD ---
06:16:05 - root - INFO - --- Analyse de EURUSD ---
06:16:05 - root - INFO - --- Analyse de GBPUSD ---
06:16:05 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:16:05 - root - INFO - --- Analyse de BTCUSD ---
06:16:05 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:16:05 - root - INFO - --- Analyse de ETHUSD ---
06:16:26 - MT5Executor - INFO - Position #9894274 modifiée avec succès.
06:16:26 - MT5Executor - INFO - Position #9894274 modifiée avec succès.
06:16:26 - root - INFO - --- Analyse de XAUUSD ---
06:16:26 - root - INFO - --- Analyse de EURUSD ---
06:16:26 - root - INFO - --- Analyse de GBPUSD ---
06:16:26 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:16:26 - root - INFO - --- Analyse de BTCUSD ---
06:16:26 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:16:26 - root - INFO - --- Analyse de ETHUSD ---
06:16:46 - MT5Executor - INFO - Position #9894274 modifiée avec succès.
06:16:46 - root - INFO - --- Analyse de XAUUSD ---
06:16:46 - root - INFO - --- Analyse de EURUSD ---
06:16:46 - root - INFO - --- Analyse de GBPUSD ---
06:16:46 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:16:46 - root - INFO - --- Analyse de BTCUSD ---
06:16:46 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:16:46 - root - INFO - --- Analyse de ETHUSD ---
06:17:06 - root - INFO - --- Analyse de XAUUSD ---
06:17:06 - root - INFO - --- Analyse de EURUSD ---
06:17:06 - root - INFO - --- Analyse de GBPUSD ---
06:17:06 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:17:06 - root - INFO - --- Analyse de BTCUSD ---
06:17:06 - root - INFO - PATTERN DÉTECTÉ sur BTCUSD: [Order_Block_Sell] - Direction: SELL
06:17:06 - MT5Executor - INFO - Préparation de l'ordre SELL 0.1 lot(s) de BTCUSD @ 112035.920
06:17:06 - MT5Executor - INFO - Ordre placé avec succès: Ticket #9894469
06:17:06 - root - INFO - --- Analyse de ETHUSD ---
06:17:26 - root - INFO - --- Analyse de XAUUSD ---
06:17:26 - root - INFO - --- Analyse de EURUSD ---
06:17:26 - root - INFO - --- Analyse de GBPUSD ---
06:17:26 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:17:26 - root - INFO - --- Analyse de BTCUSD ---
06:17:26 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:17:26 - root - INFO - --- Analyse de ETHUSD ---
06:17:46 - root - INFO - --- Analyse de XAUUSD ---
06:17:46 - root - INFO - --- Analyse de EURUSD ---
06:17:46 - root - INFO - --- Analyse de GBPUSD ---
06:17:46 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:17:46 - root - INFO - --- Analyse de BTCUSD ---
06:17:46 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:17:46 - root - INFO - --- Analyse de ETHUSD ---
06:18:06 - root - INFO - --- Analyse de XAUUSD ---
06:18:06 - root - INFO - --- Analyse de EURUSD ---
06:18:06 - root - INFO - --- Analyse de GBPUSD ---
06:18:06 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:18:06 - root - INFO - --- Analyse de BTCUSD ---
06:18:06 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:18:06 - root - INFO - --- Analyse de ETHUSD ---
06:18:26 - root - INFO - --- Analyse de XAUUSD ---
06:18:26 - root - INFO - --- Analyse de EURUSD ---
06:18:26 - root - INFO - --- Analyse de GBPUSD ---
06:18:26 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:18:26 - root - INFO - --- Analyse de BTCUSD ---
06:18:26 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:18:26 - root - INFO - --- Analyse de ETHUSD ---
06:18:46 - root - INFO - --- Analyse de XAUUSD ---
06:18:46 - root - INFO - --- Analyse de EURUSD ---
06:18:46 - root - INFO - --- Analyse de GBPUSD ---
06:18:46 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:18:46 - root - INFO - --- Analyse de BTCUSD ---
06:18:46 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:18:46 - root - INFO - --- Analyse de ETHUSD ---
06:19:06 - root - INFO - --- Analyse de XAUUSD ---
06:19:06 - root - INFO - --- Analyse de EURUSD ---
06:19:06 - root - INFO - --- Analyse de GBPUSD ---
06:19:06 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:19:06 - root - INFO - --- Analyse de BTCUSD ---
06:19:06 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:19:06 - root - INFO - --- Analyse de ETHUSD ---
06:19:26 - root - INFO - --- Analyse de XAUUSD ---
06:19:26 - root - INFO - --- Analyse de EURUSD ---
06:19:26 - root - INFO - --- Analyse de GBPUSD ---
06:19:26 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:19:26 - root - INFO - --- Analyse de BTCUSD ---
06:19:26 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:19:26 - root - INFO - --- Analyse de ETHUSD ---
06:19:46 - root - INFO - --- Analyse de XAUUSD ---
06:19:46 - root - INFO - --- Analyse de EURUSD ---
06:19:46 - root - INFO - --- Analyse de GBPUSD ---
06:19:46 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:19:46 - root - INFO - --- Analyse de BTCUSD ---
06:19:46 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:19:46 - root - INFO - --- Analyse de ETHUSD ---
06:19:46 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction BUY vs tendance SELL).
06:20:06 - root - INFO - --- Analyse de XAUUSD ---
06:20:06 - root - INFO - --- Analyse de EURUSD ---
06:20:06 - root - INFO - --- Analyse de GBPUSD ---
06:20:06 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:20:06 - root - INFO - --- Analyse de BTCUSD ---
06:20:06 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:20:06 - root - INFO - --- Analyse de ETHUSD ---
06:20:06 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction BUY vs tendance SELL).
06:20:26 - root - INFO - --- Analyse de XAUUSD ---
06:20:26 - root - INFO - --- Analyse de EURUSD ---
06:20:26 - root - INFO - --- Analyse de GBPUSD ---
06:20:26 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:20:26 - root - INFO - --- Analyse de BTCUSD ---
06:20:26 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:20:26 - root - INFO - --- Analyse de ETHUSD ---
06:20:26 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction BUY vs tendance SELL).
06:20:46 - root - INFO - --- Analyse de XAUUSD ---
06:20:46 - root - INFO - --- Analyse de EURUSD ---
06:20:46 - root - INFO - --- Analyse de GBPUSD ---
06:20:46 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:20:46 - root - INFO - --- Analyse de BTCUSD ---
06:20:46 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:20:46 - root - INFO - --- Analyse de ETHUSD ---
06:20:46 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction BUY vs tendance SELL).
06:21:06 - root - INFO - --- Analyse de XAUUSD ---
06:21:06 - root - INFO - --- Analyse de EURUSD ---
06:21:06 - root - INFO - --- Analyse de GBPUSD ---
06:21:06 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:21:06 - root - INFO - --- Analyse de BTCUSD ---
06:21:06 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:21:06 - root - INFO - --- Analyse de ETHUSD ---
06:21:06 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction BUY vs tendance SELL).
06:21:26 - root - INFO - --- Analyse de XAUUSD ---
06:21:26 - root - INFO - --- Analyse de EURUSD ---
06:21:26 - root - INFO - --- Analyse de GBPUSD ---
06:21:26 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:21:26 - root - INFO - --- Analyse de BTCUSD ---
06:21:26 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:21:26 - root - INFO - --- Analyse de ETHUSD ---
06:21:26 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction BUY vs tendance SELL).
06:21:46 - root - INFO - --- Analyse de XAUUSD ---
06:21:46 - root - INFO - --- Analyse de EURUSD ---
06:21:46 - root - INFO - --- Analyse de GBPUSD ---
06:21:46 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:21:46 - root - INFO - --- Analyse de BTCUSD ---
06:21:46 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:21:46 - root - INFO - --- Analyse de ETHUSD ---
06:21:47 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction BUY vs tendance SELL).
06:22:07 - root - INFO - --- Analyse de XAUUSD ---
06:22:07 - root - INFO - --- Analyse de EURUSD ---
06:22:07 - root - INFO - --- Analyse de GBPUSD ---
06:22:07 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:22:07 - root - INFO - --- Analyse de BTCUSD ---
06:22:07 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:22:07 - root - INFO - --- Analyse de ETHUSD ---
06:22:07 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction BUY vs tendance SELL).
06:22:27 - root - INFO - --- Analyse de XAUUSD ---
06:22:27 - root - INFO - --- Analyse de EURUSD ---
06:22:27 - root - INFO - --- Analyse de GBPUSD ---
06:22:27 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:22:27 - root - INFO - --- Analyse de BTCUSD ---
06:22:27 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:22:27 - root - INFO - --- Analyse de ETHUSD ---
06:22:27 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction BUY vs tendance SELL).
06:22:47 - root - INFO - --- Analyse de XAUUSD ---
06:22:47 - root - INFO - PATTERN DÉTECTÉ sur XAUUSD: [Order_Block_Buy] - Direction: BUY
06:22:47 - MT5Executor - INFO - Préparation de l'ordre BUY 0.01 lot(s) de XAUUSD @ 4180.170
06:22:47 - MT5Executor - INFO - Ordre placé avec succès: Ticket #9895401
06:22:47 - root - INFO - --- Analyse de EURUSD ---
06:22:47 - root - INFO - --- Analyse de GBPUSD ---
06:22:47 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:22:47 - root - INFO - --- Analyse de BTCUSD ---
06:22:47 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:22:47 - root - INFO - --- Analyse de ETHUSD ---
06:22:47 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction BUY vs tendance SELL).
06:23:07 - root - INFO - --- Analyse de XAUUSD ---
06:23:07 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:23:07 - root - INFO - --- Analyse de EURUSD ---
06:23:07 - root - INFO - --- Analyse de GBPUSD ---
06:23:07 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:23:07 - root - INFO - --- Analyse de BTCUSD ---
06:23:07 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:23:07 - root - INFO - --- Analyse de ETHUSD ---
06:23:07 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction BUY vs tendance SELL).
06:23:27 - root - INFO - --- Analyse de XAUUSD ---
06:23:27 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:23:27 - root - INFO - --- Analyse de EURUSD ---
06:23:27 - root - INFO - --- Analyse de GBPUSD ---
06:23:27 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:23:27 - root - INFO - --- Analyse de BTCUSD ---
06:23:27 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:23:27 - root - INFO - --- Analyse de ETHUSD ---
06:23:27 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction BUY vs tendance SELL).
06:23:47 - root - INFO - --- Analyse de XAUUSD ---
06:23:47 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:23:47 - root - INFO - --- Analyse de EURUSD ---
06:23:47 - root - INFO - --- Analyse de GBPUSD ---
06:23:47 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:23:47 - root - INFO - --- Analyse de BTCUSD ---
06:23:47 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:23:47 - root - INFO - --- Analyse de ETHUSD ---
06:23:47 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction BUY vs tendance SELL).
06:24:07 - root - INFO - --- Analyse de XAUUSD ---
06:24:07 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:24:07 - root - INFO - --- Analyse de EURUSD ---
06:24:07 - root - INFO - --- Analyse de GBPUSD ---
06:24:07 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:24:07 - root - INFO - --- Analyse de BTCUSD ---
06:24:07 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:24:07 - root - INFO - --- Analyse de ETHUSD ---
06:24:07 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction BUY vs tendance SELL).
06:24:27 - root - INFO - --- Analyse de XAUUSD ---
06:24:27 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:24:27 - root - INFO - --- Analyse de EURUSD ---
06:24:27 - root - INFO - --- Analyse de GBPUSD ---
06:24:27 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:24:27 - root - INFO - --- Analyse de BTCUSD ---
06:24:27 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:24:27 - root - INFO - --- Analyse de ETHUSD ---
06:24:27 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction BUY vs tendance SELL).
06:24:47 - root - INFO - --- Analyse de XAUUSD ---
06:24:47 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:24:47 - root - INFO - --- Analyse de EURUSD ---
06:24:47 - root - INFO - --- Analyse de GBPUSD ---
06:24:47 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:24:47 - root - INFO - --- Analyse de BTCUSD ---
06:24:47 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:24:47 - root - INFO - --- Analyse de ETHUSD ---
06:24:47 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction BUY vs tendance SELL).
06:25:07 - root - INFO - --- Analyse de XAUUSD ---
06:25:07 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:25:07 - root - INFO - --- Analyse de EURUSD ---
06:25:07 - root - INFO - --- Analyse de GBPUSD ---
06:25:07 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:25:07 - root - INFO - --- Analyse de BTCUSD ---
06:25:07 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:25:07 - root - INFO - --- Analyse de ETHUSD ---
06:25:07 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction BUY vs tendance SELL).
06:25:27 - root - INFO - --- Analyse de XAUUSD ---
06:25:27 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:25:27 - root - INFO - --- Analyse de EURUSD ---
06:25:27 - root - INFO - --- Analyse de GBPUSD ---
06:25:27 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:25:27 - root - INFO - --- Analyse de BTCUSD ---
06:25:27 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:25:27 - root - INFO - --- Analyse de ETHUSD ---
06:25:27 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction BUY vs tendance SELL).
06:25:47 - root - INFO - --- Analyse de XAUUSD ---
06:25:47 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:25:47 - root - INFO - --- Analyse de EURUSD ---
06:25:47 - root - INFO - --- Analyse de GBPUSD ---
06:25:47 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:25:47 - root - INFO - --- Analyse de BTCUSD ---
06:25:47 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:25:47 - root - INFO - --- Analyse de ETHUSD ---
06:25:47 - PatternDetector - INFO - Pattern INBALANCE ignoré (direction BUY vs tendance SELL).
06:26:07 - root - INFO - --- Analyse de XAUUSD ---
06:26:07 - root - INFO - Analyse suspendue pour XAUUSD : un trade géré par ce bot est déjà en cours.
06:26:07 - root - INFO - --- Analyse de EURUSD ---
06:26:07 - root - INFO - --- Analyse de GBPUSD ---
06:26:07 - root - INFO - Analyse suspendue pour GBPUSD : un trade géré par ce bot est déjà en cours.
06:26:07 - root - INFO - --- Analyse de BTCUSD ---
06:26:07 - root - INFO - Analyse suspendue pour BTCUSD : un trade géré par ce bot est déjà en cours.
06:26:07 - root - INFO - --- Analyse de ETHUSD ---
